MCST TYPE	MCST NUMBER	SUB-MCST NUMBER	MCST UEN	DEVELOPMENT NAME	DEVELOPMENT LOCATION	MCST ADDRESS	MCST STATUS	NUMBER OF STRATA UNITS	MC TEL NO	DATE OF MC CONSTITUTION	MANAGING AGENT	MA TEL NO
 Single Tier Management Corporation	 3625		T11MC0058H	TUAS LOT	50 TUAS AVENUE 11 639107	50 TUAS AVENUE 11 01-43 SINGAPORE 639107	ACTIVE	124	6558 7859	09/06/2011	Exceltec Property Management Pte Ltd	65682033
 Single Tier Management Corporation	 3626		T10MC0098A	PALMERA RESIDENCE	38 LORONG N TELOK KURAU 425163	55 LORONG L TELOK KURAU 02-69 SINGAPORE 425500	ACTIVE	38		19/10/2010	Iland Property Consultants Pte Ltd	
 Single Tier Management Corporation	 3627		T11MC0022F	WATERFORD RESIDENCE	23 KIM YAM ROAD 239333	23 KIM YAM ROAD B1- SINGAPORE 239333	ACTIVE	118	6634 9036	10/03/2011	Property Facility Serivces Pte Ltd	66349036
 Single Tier Management Corporation	 3628		T10MC0107F	THE ADARA	9 CHAPEL ROAD 429515	9 CHAPEL ROAD - SINGAPORE 429515	ACTIVE	16	68344962	22/11/2010	Abacus Property Management Pte Ltd	65111823
 Single Tier Management Corporation	 3629		T10MC0106K	THE AMBRA	97 LORONG H TELOK KURAU 426117	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	25	67322220	19/11/2010	Sierra Asset Management Pte Ltd	67322220
 Single Tier Management Corporation	 3631		T10MC0110F	THE ARTE	23 JALAN RAJA UDANG 329216	23 JALAN RAJA UDANG 02-09 SINGAPORE 329216	ACTIVE	336	6634 8503	25/11/2010	SavillsCKH Pte Ltd	63463238
 Single Tier Management Corporation	 3633		T10MC0099H	NOMU	20 HANDY ROAD 229236	20 HANDY ROAD 05-02 SINGAPORE 229236	ACTIVE	52	62232232	08/11/2010	SIN HENG CHAN PTE LTD	62232232
 Single Tier Management Corporation	 3634		T11MC0017C	DAKOTA RESIDENCES	34 DAKOTA CRESCENT 399936	36 DAKOTA CRESCENT 01-05 SINGAPORE 399937	ACTIVE	348	66348990	28/02/2011	DTZ Debenham Ham Tie Leung Property Management Services Pte Ltd	9018 0670
 Single Tier Management Corporation	 3635		T11MC0001L	THE SEAFRONT ON MEYER	55 MEYER ROAD 437978	59A MEYER ROAD 01-15 SINGAPORE 437979	ACTIVE	327	6570 6335 	04/01/2011		
 Single Tier Management Corporation	 3636		T10MC0109J	TURQUOISE	51 COVE DRIVE 098393	53 COVE DRIVE 01-17 SINGAPORE 098394	ACTIVE	91	6271 9308	25/11/2010	DTZ Debenham Tie Leung Property Management Services Pte Ltd	62719308
 Single Tier Management Corporation	 3637		T11MC0015L	BLISSVILLE	69H LORONG MELAYU 417030	69H LORONG MELAYU - SINGAPORE 417030	ACTIVE	18	64411184	25/02/2011	A4 International Pte Ltd	64411184
 Single Tier Management Corporation	 3638		T11MC0080L	CHEPSTOW VILLE	17 CHEPSTOW CLOSE 558701	33 CHEPSTOW CLOSE - SINGAPORE 558701	ACTIVE	9	64497141	25/07/2011	Ascent Property Management Services Pte Ltd	64497141
 Single Tier Management Corporation	 3639		T10MC0115H	36/38 ARMENIAN STREET	36 ARMENIAN STREET 179934	36 ARMENIAN STREET 01-01 SINGAPORE 179934	ACTIVE	38	62569333	10/12/2010	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 3640		T11MC0005F	THE PARC CONDOMINIUM	1 WEST COAST WALK 127158	13 WEST COAST WALK B1-29 SINGAPORE 127163	ACTIVE	659	67747031 	20/01/2011	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 3641		T11MC0004K	SOLARIS RESIDENCES	23 PAYA LEBAR CRESCENT 534121	23S PAYA LEBAR CRESCENT - SINGAPORE 534121	ACTIVE	17	62569333	19/01/2011		
 Single Tier Management Corporation	 3642		T11MC0054B	EUNOSVILLE	822 SIMS AVENUE 400834	840 SIMS AVENUE 01-844 SINGAPORE 400840	ACTIVE	330	67493310	01/06/2011	Abacus Property Management Pte Ltd	65111823
 Single Tier Management Corporation	 3643		T11MC0053F	COASTAL VIEW RESIDENCES	177 JALAN LOYANG BESAR 509432	179 JALAN LOYANG BESAR 01-01 SINGAPORE 506926	ACTIVE	40	62569333	31/05/2011	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 3644		T11MC0057A	WILIKIE 80	80 WILKIE ROAD 228079	80 WILKIE ROAD - SINGAPORE 228079	ACTIVE	50	64411184	08/06/2011	A4 International Pte Ltd	64411184
 2 Tier Management Corporation	 3646		T11MC0121A	THE ORCHARD RESIDENCES / ION ORCHARD	2 ORCHARD TURN 238801	2 ORCHARD TURN 05-03 SINGAPORE 238801	ACTIVE	178	64855200	05/12/2011		
 2 Tier Management Corporation	 	3646-01	T11SM0010D	ION ORCHARD	2 ORCHARD TURN 238801	2 ORCHARD TURN 05-03 SINGAPORE 238801	ACTIVE	178	64855232	05/12/2011	ORCHARD TURN DEVELOPMENTS PTE LTD	64855232
 2 Tier Management Corporation	 	3646-02	T11SM0011L	THE ORCHARD RESIDENCES / ION ORCHARD	238 ORCHARD BOULEVARD 237973	238 ORCHARD BOULEVARD 02-05 SINGAPORE 237973	ACTIVE	178	66346246	05/12/2011	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 3647		T11MC0008E	MANAGEMENT CORPN STRATA TITLE PLAN NO 3647	389 UPPER PAYA LEBAR ROAD 534979		ACTIVE	35	9456-2182	28/01/2011	WEAVEPACT MANAGEMENT PTE LTD	67470926
 Single Tier Management Corporation	 3648		T11MC0034C	MOUNT SOPHIA SUITES	95 SOPHIA ROAD 228163	95 SOPHIA ROAD B1-01 SINGAPORE 228163	ACTIVE	50	63335189	14/04/2011	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 3649		T11MC0009A	ESTILO	71 UPPER WILKIE ROAD 228071	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	58	65333375	31/01/2011	Rhodo Property & Estate Management Services Pte Ltd	65333375
 Single Tier Management Corporation	 3650		T11MC0018K	SUI GENERIS	19 BALMORAL CRESCENT 259916	19 BALMORAL CRESCENT B1-01 SINGAPORE 259916	ACTIVE	40	68367738	04/03/2011		
 Single Tier Management Corporation	 3652		T11MC0078G	MANAGEMENT CORPN STRATA TITLE PLAN NO 3652	8 NASSIM HILL 258484	8 NASSIM HILL B1-01 SINGAPORE 258484	ACTIVE	16	6733 5780	22/07/2011	SHIN Property Services Pte Ltd	67379466
 Single Tier Management Corporation	 3653		T11MC0033G	COTSWOLD VILLAS	35 COTSWOLD CLOSE 359626	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	7	67322220	14/04/2011	Sierra Asset Management Pte Ltd	67322220
 Single Tier Management Corporation	 3654		T11MC0071B	MANAGEMENT CORPN STRATA TITLE PLAN NO 3654	55 PATERSON ROAD 238550	55 PATERSON ROAD B1-04 SINGAPORE 238550	ACTIVE	102	6634 7938	11/07/2011	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 3655		T12MC0020H	8 NAPIER	8 NAPIER ROAD 258502	8 NAPIER ROAD 01-01 SINGAPORE 258502	ACTIVE	46	65703225	06/03/2012	Jones Lang LaSalle Property Consultants Pte Ltd	96843463
 Single Tier Management Corporation	 3656		T11MC0016G	CLEMENTIWOODS	84 WEST COAST ROAD 126811	84 WEST COAST ROAD B1-01 SINGAPORE 126811	ACTIVE	240	6778 2267	25/02/2011	Propnex Property Management Consultant Pte Ltd	65908880
 Single Tier Management Corporation	 3657		T11MC0012A	ONE AMBER	5 AMBER GARDENS 439973	5 AMBER GARDENS 01-14 SINGAPORE 439973	ACTIVE	562	66341772	18/02/2011	SavillsCKH Pte Ltd	63463238
 Single Tier Management Corporation	 3658		T11MC0010J	THE COTZ	171 TELOK KURAU ROAD 423824	28 SIN MING LANE 02-145 SINGAPORE 573972	ACTIVE	48	63420778	07/02/2011		
 Single Tier Management Corporation	 3659		T11MC0047G	CITYVISTA RESIDENCES	21 PECK HAY ROAD 228314	21 PECK HAY ROAD 14-01 SINGAPORE 228314	ACTIVE	70	6884 6138 	16/05/2011	DTZ Debenham Tie Leung Property Management Services Pte Ltd	68846138
 Single Tier Management Corporation	 3661		T11MC0006B	RIVERIA GARDENS	8 RIVER VALLEY GROVE 238406	8 RIVER VALLEY GROVE 01-01 SINGAPORE 238406	ACTIVE	49		21/01/2011	Affinity Property Consultants Pte Ltd	69333838
 Single Tier Management Corporation	 3662		T11MC0013H	BLUWATERS 2	205 JALAN LOYANG BESAR 509456	205 JALAN LOYANG BESAR 01-01 SINGAPORE 509456	ACTIVE	71	69333838	22/02/2011	Affinity Property Consultants Pte Ltd	69333838
 2 Tier Management Corporation	 3663		T11MC0086J	MIDVIEW CITY	18-40 SIN MING LANE 573960	18 SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	920	64580053	31/08/2011	Newman & Goh Property Consultants Pte Ltd	62569333
 2 Tier Management Corporation	 	3663-01	T11SM0001F	MIDVIEW CITY	18 SIN MING LANE 573960	18 SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	920	64580053	31/08/2011	Newman & Goh Property Consultants Pte Ltd	62569333
 2 Tier Management Corporation	 	3663-02	T11SM0002B	MIDVIEW CITY	20 SIN MING LANE 573962	18 SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	920	64580053	31/08/2011	Newman & Goh Property Consultants Pte Ltd	62569333
 2 Tier Management Corporation	 	3663-03	T11SM0003J	MIDVEW CITY	22 SIN MING LANE 573964	18 SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	920	64580053	31/08/2011	Newman & Goh Property Consultants Pte Ltd	62569333
 2 Tier Management Corporation	 	3663-04	T11SM0004E	MIDVEW CITY	24 SIN MING LANE 573966	18 SIN MING LANE 01-19 SINGAPORE 573690	ACTIVE	920	64580053	31/08/2011	Newman & Goh Property Consultants Pte Ltd	2569333
 2 Tier Management Corporation	 	3663-05	T11SM0005A	MIDVEW CITY	26 SIN MING LANE 573971	18 SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	920	64580053	31/08/2011	Newman & Goh Property Consultants Pte Ltd	6256 9333
 2 Tier Management Corporation	 	3663-06	T11SM0006H	MIDVEW CITY	28 SIN MING LANE 573972	18 SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	920	64580053	31/08/2011	Newman & Goh Property Consultants Pte Ltd	62569333
 2 Tier Management Corporation	 	3663-07	T11SM0007D	MIDVEW CITY	30 SIN MING LANE 573953	18  SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	920	64580053	31/08/2011	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 3664		T11MC0081G	CITIGATE RESIDENCE	168 RANGOON ROAD 218437	605A MACPHERSON ROAD 05-02 SINGAPORE 368240	ACTIVE	32	68861936	26/07/2011	Ocean IFM Pte Ltd	68861936
 Single Tier Management Corporation	 3665		T11MC0097K	THE THOMSON DUPLEX	323B THOMSON ROAD 307668	605 MACPHERSON ROAD 05-02 SINGAPORE 368239	ACTIVE	6	6886 1936	25/10/2011	Dickson Property Consultants Pte Ltd	63345565
 Single Tier Management Corporation	 3666		T11MC0024J	PARC MONDRIAN	21 WOODLEIGH CLOSE 357916	21 WOODLEIGH CLOSE 01-01 SINGAPORE 358791	ACTIVE	100	68585705	21/03/2011	SavillsCKH Pte Ltd	63463238
 Single Tier Management Corporation	 3667		T11MC0104A	CLOVER BY THE PARK	2 BISHAN STREET 25 573973	4 BISHAN STREET 25 01-17 SINGAPORE 573594	ACTIVE	616	6659 6811	08/11/2011	Ace Body Corporate Management Pte Ltd	6255 7997
 Single Tier Management Corporation	 3668		T12MC0002A	MULBERRY TREE	167 MOULMEIN ROAD 308092	701 GEYLANG ROAD 03-04 SINGAPORE 389587	ACTIVE	32	64664703	06/01/2012	Barringham International Property Management Pte Ltd	64664703
 Single Tier Management Corporation	 3670		T11MC0045D	LUMIERE	2 MISTRI ROAD 079624	2 MISTRI ROAD 01-05 SINGAPORE 079624	ACTIVE	172	66348173	13/05/2011	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 3671		T11MC0027H	TOKIO MARINE CENTRE	20  MCCALLUM STREET 069046	20 MCCALLUM STREET 11-01 SINGAPORE 069046	ACTIVE	18	65926366	25/03/2011	Tokio Marine Insurance Singapore Ltd	65926366
 Single Tier Management Corporation	 3672		T11MC0044H	Suites@Kovan	981 UPPER SERANGOON ROAD 534729	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	17	63370087	11/05/2011	Earnest Management Services Pte Ltd	63370087
 Single Tier Management Corporation	 3673		T11MC0029L	ONE FINLAYSON GREEN	1 FINLAYSON GREEN 049246	1 FINLAYSON GREEN - SINGAPORE 049246	ACTIVE	15	65360326	07/04/2011		
 Single Tier Management Corporation	 3674		T11MC0065C	MILL CREEK	10 LORONG MARZUKI 417052	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	18	65333375	20/06/2011	Rhodo Property & Estate Management Services Pte Ltd	62230052
 Single Tier Management Corporation	 3675		T11MC0085B	EASTWOOD REGENCY	40 EASTWOOD ROAD 486397	40 EASTWOOD ROAD 01-01 SINGAPORE 486397	ACTIVE	75	65111823	24/08/2011	Abacus Property Management Pte Ltd	65111823
 Single Tier Management Corporation	 3676		T13MC0035J	SHUNFU VILLE	314 SHUNFU ROAD 570314	317 SHUNFU ROAD 01-42 SINGAPORE 570317	ACTIVE	358	62596808	28/02/2013	Rhodo Property & Estate Management Services Pte Ltd	65333375
 Single Tier Management Corporation	 3677		T11MC0082C	LAGOON VIEW	5000J MARINE PARADE ROAD 449291	5000P MARINE PARADE ROAD - SINGAPORE 449304	ACTIVE	481	64430565	01/08/2011	Savills (Singapore) Pte Ltd	
 Single Tier Management Corporation	 3678		T12MC0041C	MANAGEMENT CORPN STRATA TITLE PLAN NO 3678	18 ARUMUGAM ROAD 409962	18 ARUMUGAM ROAD - SINGAPORE 409962	ACTIVE	6	6733 6845	18/05/2012	KIRIN INTERNATIONAL PROPERTY CONSULATANCY PTE LTD	67336845
 Single Tier Management Corporation	 3679		T1MC0118A	BREEZE BY THE EAST	316 UPPER EAST COAST ROAD 465520		ACTIVE	88	6445 4266	02/12/2011	Chamber Property Management Services Pte Ltd	64685100
 Single Tier Management Corporation	 3680		T12MC0076J	NASSIM PARK RESIDENCES	15 NASSIM ROAD 258386	17 NASSIM ROAD - SINGAPORE 258391	ACTIVE	100	65092008	26/09/2012	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 3681		S7034541B	ASTON RESIDENCE	209 JALAN LOYANG BESAR 509489	209 JALAN LOYANG BESAR 01-29 SINGAPORE 509489	ACTIVE	28	65908880	09/05/2011	Propnex Property Management Consultant Pte Ltd	65908880
 Single Tier Management Corporation	 3682		T11MC0084F	18 SHELFORD 	18 SHELFORD ROAD 288407	18 SHELFORD ROAD 04-01 SINGAPORE 288407	ACTIVE	19	65665055	12/08/2011	Exceltec Property Management Pte Ltd	65665055
 Single Tier Management Corporation	 3683		T11MC0051C	THE SERENNIA	16 PULASAN ROAD 424382	16 PULASAN ROAD - SINGAPORE 424382	ACTIVE	42	62981416	27/05/2011	Le Property Consultancy Pte Ltd	62981416
 Single Tier Management Corporation	 3684		T11MC0030H	GLASGOW RESIDENCE	23 GLASGOW ROAD 549338	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	31	67322220	08/04/2011	Sierra Asset Management Pte Ltd	67322220
 Single Tier Management Corporation	 3686		T11MC0050G	MANAGEMENT CORPN STRATA TITLE PLAN NO 3686		8 BURN ROAD 01-13 SINGAPORE 369977	ACTIVE	232	65095990	19/05/2011	Outocoz Property Services Pte Ltd	64404600
 Single Tier Management Corporation	 3687		T11MC0066K	D'FRESCO	58 JOO CHIAT ROAD 428109	58 JOO CHIAT LANE 01-07 SINGAPORE 428109	ACTIVE	30	65665055	23/06/2011	Exceltec Property Management Pte Ltd	65682040
 Single Tier Management Corporation	 3688		T11MC0095G	EAST COAST RESIDENCES	412 UPPER EAST COAST ROAD 466488	412 UPPER EAST COAST ROAD 01-13 SINGAPORE 466488	ACTIVE	59	6223 2323/6531 8519	20/10/2011	Colliers International Consultancy & Valuation (S) Pte Ltd	62232323
 Single Tier Management Corporation	 3689		T11MC0067F	BELLE VUE RESIDENCES	33-15 OXLEY WALK 238590	29 OXLEY WALK 02-29 SINGAPORE 238597	ACTIVE	176	66347760	24/06/2011	Savills Property Management Pte Ltd	6343238
 Single Tier Management Corporation	 3690		T11MC0037B	MANAGEMENT CORPN STRATA TITLE PLAN NO 3690	237 PANDAN LOOP 128424	237 PANDAN LOOP 03-08 SINGAPORE 128424	ACTIVE	70	6777-8586	27/04/2011	Chamber Property Management Services Pte Ltd	64685100
 Single Tier Management Corporation	 3691		T11MC0038J	TEMBELING COURT	86  TEMBELING ROAD 423596	1 JALAN SAUDARA KU - SINGAPORE 457438	ACTIVE	12	64411184	27/04/2011	A4 International Pte Ltd	64411184
 Single Tier Management Corporation	 3692		T11MC0052K	THE TRILLIUM	112 KIM SENG ROAD 239432	114 KIM SENG ROAD 01-04 SINGAPORE 239433	ACTIVE	231	68343981	30/05/2011	SavillsCKH Pte Ltd	63463238
 Single Tier Management Corporation	 3694		T11MC0042E	VETRO	22A MAR THOMA ROAD 328703	22A MAR THOMA ROAD 01-01 SINGAPORE 328703	ACTIVE	32	62230169	09/05/2011	SunProp Property and Assest Management Consultants Pte Ltd	90294446
 Single Tier Management Corporation	 3695		T11MC0060A	SPRING @ LANGSAT	5 LANGSAT ROAD 426691	5 LANGSAT ROAD - SINGAPORE 426691	ACTIVE	26		14/06/2011	Propnex Property Management Consultant Pte Ltd	65908878
 Single Tier Management Corporation	 3696		T11MC0036F	HAMPSTEAD	20 SUNSET VALE 597244	170 UPPER BUKIT TIMAH ROAD 18-04 SINGAPORE 588179	ACTIVE	6	64666600	26/04/2011		64666600
 Single Tier Management Corporation	 3697		T11MC0046L	LATITUDE	31 JALAN MUTIARA 249206	35 JALAN MUTIARA B1-07 SINGAPORE 249210	ACTIVE	127	66347338	16/05/2011	Jones Lang LaSalle Property Consultants Pte Ltd	66347338
 Single Tier Management Corporation	 3699		T11MC0069J	KING S  8	3 KINGS ROAD 266305	3H KINGS ROAD - SINGAPORE 266305	ACTIVE	8	64685100	05/07/2011	Chamber Property Management Services Pte Ltd	64685100
 Single Tier Management Corporation	 3700		T11MC0063L	ST THOMAS SUITES	35 ST. THOMAS WALK 238115	35 ST. THOMAS WALK B1-01 SINGAPORE 238115	ACTIVE	176	6634 6258	16/06/2011	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222
 Single Tier Management Corporation	 3701		T11MC0035K	IRIDIUM	11 LINCOLN ROAD 308349	151 LORONG CHUAN 05-07 SINGAPORE 556741	ACTIVE	45	97374372	16/02/2011	Empire City Consultant Pte Ltd	65130792
 Single Tier Management Corporation	 3702		T11MC0075H	CASA FORTUNA	36 AH HOOD ROAD 329980	36 AH HOOD ROAD 01-01 SINGAPORE 329980	ACTIVE	106	65908881	15/07/2011	Propnex Property Management Consultant Pte Ltd	63919300
 Single Tier Management Corporation	 3703		T11MC0114F			151 CHIN SWEE ROAD 02-12 SINGAPORE 169876	ACTIVE	16		25/11/2011		
 Single Tier Management Corporation	 3704		T11MC0130K	CHARTON VILLAS	27 CHARLTON LANE 534140	35G CHARLTON LANE - SINGAPORE 534140	ACTIVE	43	67330448	29/12/2011	CORPORATE REAL ESTATE MANAGEMENT SERVICE & RESOURCE CENTRE PTE LTD	67330448
 Single Tier Management Corporation	 3706		T11MC0073E	HILLVISTA	1 ELIZABETH DRIVE 669743	1 ELIZABETH DRIVE 01-06 SINGAPORE 669743	ACTIVE	127	6763 2280 	14/07/2011		
 Single Tier Management Corporation	 3707		T11MC0059D	TEMBELING RESIDENCE	246 TEMBELING ROAD 423725	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	19	63370087	13/06/2011	Earnest Management Services Pte Ltd	63370087
 Single Tier Management Corporation	 3708		T11MC0049D	MANAGEMENT CORPN STRATA TITLE PLAN NO 3708	25 SHELFORD ROAD 288415	18 SIN MING LANE 02-01 SINGAPORE 573690	ACTIVE	31	6459 2141	18/05/2011	CITIASIA 10 MANAGEMENT SERVICES	64592141
 Single Tier Management Corporation	 3709		T11MC0064G	VILLAS LA VUE	17/19 SIGLAP VIEW 455788	17/19 SIGLAP VIEW - SINGAPORE 455788	ACTIVE	7	6715 8599	17/06/2011	Realty International Associates Pte Ltd	67158599
 Single Tier Management Corporation	 3710		T11MC0072J	ZERVEX	8 UBI ROAD 2 408538	8 UBI ROAD 2 01-16 SINGAPORE 408538	ACTIVE	232	66343034 	13/07/2011	Outocoz Property Services Pte Ltd	64404600
 Single Tier Management Corporation	 3711		T11MC0079C	THE ORANGE GROVE	36 ORANGE GROVE ROAD 258363	38 ORANGE GROVE ROAD B1-01 SINGAPORE 258364	ACTIVE	72	67358062	25/07/2011	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222
 Single Tier Management Corporation	 3712		T11MC0061H	CHANCERY LANE	37 CHANCERY LANE 309565	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	4	6732 2220	15/06/2011	Sierra Asset Management Pte Ltd	6732 2220
 Single Tier Management Corporation	 3713		S1196272F	ZEDGE	2 AKYAB ROAD 309973	60 KAKI BUKIT PLACE 03-01 SINGAPORE 415979	ACTIVE	102	68403839	23/11/2011	Melana International Pte Ltd	68403938
 Single Tier Management Corporation	 3714		T11MC0092H	THE ARIEL	31 LORONG 105 CHANGI 426623	31 LORONG 105 CHANGI - SINGAPORE 426536	ACTIVE	20		03/10/2011	ALPS4 INTERNATIONAL PTE LTD	62562562
 Single Tier Management Corporation	 3715		T11MC0106D	SEASCAPE	55 COVE WAY 098307	55 COVE WAY B1-20 SINGAPORE 098307	ACTIVE	151	6659 5755	14/11/2011		
 Single Tier Management Corporation	 3716		T11MC0083K	MARINA COLLECTION	13 COVE DRIVE 098327		ACTIVE	124	6376 2560	05/08/2011	DTZ Debenham Ham Tie Leung Property Management Services Pte Ltd	64179222
 Single Tier Management Corporation	 3717		T11MC0126C	PARK NATURA	31 BUKIT BATOK EAST AVENUE 6 659763	35 BUKIT BATOK EAST AVENUE 6 01-21 SINGAPORE 659765	ACTIVE	192	66592781	21/12/2011	Realty International Associates Pte Ltd	68776599
 Single Tier Management Corporation	 3718		T11MC0077L	JULUCA	380 PASIR PANJANG ROAD 118712	605B MACPHERSON ROAD 05-02 SINGAPORE 368240	ACTIVE	17	68861936	20/07/2011	OCEAN IFM Pte. Ltd.	68861936
 Single Tier Management Corporation	 3719		T11MC0076D	SHELFORD SUITES	16 SHELFORD ROAD 288383	16 SHELFORD ROAD B1-01 SINGAPORE 288383	ACTIVE	77	6659 4755	18/07/2011	Exceltec Property Management Pte Ltd	65665055
 Single Tier Management Corporation	 3720		T12MC0018D	DUCHESS RESIDENCES	102 DUCHESS AVENUE 266310	104 DUCHESS AVENUE B1-25 SINGAPORE 266314	ACTIVE	120	66591307	28/02/2012	Jones Lang LaSalle Property Consultants Pte Ltd	62203888
 Single Tier Management Corporation	 3721		T11MC0089H	CLIVEDEN AT GRANGE	104 GRANGE ROAD 249593	104 GRANGE ROAD B1-04 SINGAPORE 249593	ACTIVE	110	6509 1614	06/09/2011	Jones Lang LaSalle Property Consultants Pte Ltd	65091614
 Single Tier Management Corporation	 3722		T12MC0068G	SUNNY PARC	128 LORONG K TELOK KURAU 425767	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	11	65333375	30/08/2012	Rhodo Property & Estate Management Services Pte Ltd	65333375
 Single Tier Management Corporation	 3723		T12MC0013B	THE LATTIZ	3D LORONG SALLEH 416751	3D LORONG SALLEH - SINGAPORE 416751	ACTIVE	15		31/01/2012	Pacific Property Management Pte Ltd	68411524
 Single Tier Management Corporation	 3724		T12MC0023G	JURONG FOOD HUB	31 JALAN TEPONG 619344	15 JALAN TEPONG 01-01 SINGAPORE 619336	ACTIVE	142	62665568	13/03/2012	Vinco Real Estate Management Pte Ltd	65837867
 Single Tier Management Corporation	 3725		S1196272F	THE AMBROSIA	108 LORONG N TELOK KURAU 425262	106 LORONG N TELOK KURAU - SINGAPORE 425261	ACTIVE	39	64411184	15/07/2011	A4 International Pte Ltd	64441184
 Single Tier Management Corporation	 3726		T12MC0051H	ST MICHAEL REGENCY	38 ST. MICHAELS ROAD 328008	38 ST. MICHAELS ROAD 02-01 SINGAPORE 328008	ACTIVE	49	62980966	02/07/2012	SunProp Property and Assest Management Consultants Pte Ltd	97928600
 Single Tier Management Corporation	 3727		T11MC0112C	HELIOS RESIDENCES	15 CAIRNHILL CIRCLE 229815	17 CAIRNHILL CIRCLE B1-05 SINGAPORE 229816	ACTIVE	140	65098922	24/11/2011	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 3728		T12MC0037G	GRANGE INFINITE	27 GRANGE ROAD 239700	27 GRANGE ROAD 02-01 SINGAPORE 239700	ACTIVE	68	66348052	09/05/2012	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 3729		T11MC0096C	DUNSFOLD DRIVE	3 DUNSFOLD DRIVE 359366	3 DUNSFOLD DRIVE - SINGAPORE 359366	ACTIVE	6	64404600	25/10/2011	Outocoz Property Services Pte Ltd	64404600
 Single Tier Management Corporation	 3730		T12MC0005L	MANAGEMENT CORPN STRATA TITLE PLAN NO 3730	24 NEWTON ROAD 307956	24 NEWTON ROAD 01-01 SINGAPORE 307956	ACTIVE	36	62535720	12/01/2012	Property Facility Serivces Pte Ltd	6221 1313
